 Njbin | Nbbin | Nmumu |  Nee  | Nb/0b   | stat | MC stat | syst+ | syst- | sysKin | sysPur
 3-4  |    1     |   1.0  |3.0 | 0.183155179024 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    1     |   30.0  |32.0 | 0.165939494967 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    1     |   42.0  |42.0 | 0.178949192166 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    1     |   1.0  |6.0 | 0.183387055993 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    1     |   17.0  |16.0 | 0.164283886552 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    1     |   3.0  |4.0 | 0.174900442362 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    1     |   4.0  |4.0 | 0.181055665016 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    1     |   0.0  |1.0 | 0.169831469655 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    2     |   11.0  |14.0 | 0.0199374500662 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |    2     |   3.0  |3.0 | 0.0184112228453 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |    2     |   0.0  |0.0 | 0.0194241143763 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |    2     |   4.0  |4.0 | 0.0176861900836 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |    2     |   3.0  |0.0 | 0.0190880708396 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |    2     |   0.0  |1.0 | 0.0199251547456 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |    2     |   4.0  |5.0 | 0.0173720177263 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |    2     |   4.0  |7.0 | 0.0193013940006 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
